"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"Nebraska"	"31"	"2000"	"2000"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	24	1711263	1.4	1.4	0.9	2.1
	"Nebraska"	"31"	"2000"	"2000"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	89	1711263	5.2	5.2	4.2	6.4
"Total"	"Nebraska"	"31"	"2000"	"2000"			193	1711263	11.3	11.2	9.7	12.8
	"Nebraska"	"31"	"2001"	"2001"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	19	1719836	Unreliable	Unreliable	0.7	1.7
	"Nebraska"	"31"	"2001"	"2001"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	42	1719836	2.4	2.5	1.8	3.4
	"Nebraska"	"31"	"2001"	"2001"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	16	1719836	Unreliable	Unreliable	0.5	1.5
	"Nebraska"	"31"	"2001"	"2001"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	87	1719836	5.1	5.1	4.1	6.2
"Total"	"Nebraska"	"31"	"2001"	"2001"			187	1719836	10.9	10.9	9.4	12.5
	"Nebraska"	"31"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	14	1728292	Unreliable	Unreliable	0.5	1.4
	"Nebraska"	"31"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	18	1728292	Unreliable	Unreliable	0.6	1.7
	"Nebraska"	"31"	"2002"	"2002"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	45	1728292	2.6	2.7	1.9	3.6
	"Nebraska"	"31"	"2002"	"2002"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	18	1728292	Unreliable	Unreliable	0.6	1.6
	"Nebraska"	"31"	"2002"	"2002"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	82	1728292	4.7	4.7	3.7	5.8
"Total"	"Nebraska"	"31"	"2002"	"2002"			201	1728292	11.6	11.8	10.1	13.4
	"Nebraska"	"31"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	12	1738643	Unreliable	Unreliable	0.4	1.2
	"Nebraska"	"31"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	15	1738643	Unreliable	Unreliable	0.5	1.4
	"Nebraska"	"31"	"2003"	"2003"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	42	1738643	2.4	2.5	1.8	3.3
	"Nebraska"	"31"	"2003"	"2003"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	11	1738643	Unreliable	Unreliable	0.3	1.1
	"Nebraska"	"31"	"2003"	"2003"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	78	1738643	4.5	4.4	3.5	5.5
"Total"	"Nebraska"	"31"	"2003"	"2003"			176	1738643	10.1	10.2	8.7	11.7
	"Nebraska"	"31"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	14	1749370	Unreliable	Unreliable	0.5	1.5
	"Nebraska"	"31"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	16	1749370	Unreliable	Unreliable	0.5	1.5
	"Nebraska"	"31"	"2004"	"2004"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	31	1749370	1.8	1.7	1.2	2.5
	"Nebraska"	"31"	"2004"	"2004"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	21	1749370	1.2	1.2	0.7	1.8
	"Nebraska"	"31"	"2004"	"2004"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	61	1749370	3.5	3.5	2.6	4.5
"Total"	"Nebraska"	"31"	"2004"	"2004"			166	1749370	9.5	9.5	8.1	11.0
	"Nebraska"	"31"	"2005"	"2005"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	18	1761497	Unreliable	Unreliable	0.6	1.7
	"Nebraska"	"31"	"2005"	"2005"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	10	1761497	Unreliable	Unreliable	0.3	1.1
	"Nebraska"	"31"	"2005"	"2005"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	47	1761497	2.7	2.9	2.1	3.8
	"Nebraska"	"31"	"2005"	"2005"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	14	1761497	Unreliable	Unreliable	0.4	1.3
	"Nebraska"	"31"	"2005"	"2005"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	84	1761497	4.8	4.7	3.8	5.9
"Total"	"Nebraska"	"31"	"2005"	"2005"			187	1761497	10.6	10.9	9.3	12.5
	"Nebraska"	"31"	"2006"	"2006"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	15	1772693	Unreliable	Unreliable	0.5	1.4
	"Nebraska"	"31"	"2006"	"2006"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	14	1772693	Unreliable	Unreliable	0.4	1.4
	"Nebraska"	"31"	"2006"	"2006"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	55	1772693	3.1	3.1	2.3	4.0
	"Nebraska"	"31"	"2006"	"2006"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	20	1772693	1.1	1.1	0.7	1.7
	"Nebraska"	"31"	"2006"	"2006"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	79	1772693	4.5	4.3	3.4	5.3
"Total"	"Nebraska"	"31"	"2006"	"2006"			202	1772693	11.4	11.2	9.6	12.7
	"Nebraska"	"31"	"2007"	"2007"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	15	1783440	Unreliable	Unreliable	0.5	1.6
	"Nebraska"	"31"	"2007"	"2007"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	51	1783440	2.9	2.9	2.2	3.8
	"Nebraska"	"31"	"2007"	"2007"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	16	1783440	Unreliable	Unreliable	0.5	1.4
	"Nebraska"	"31"	"2007"	"2007"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	72	1783440	4.0	4.0	3.1	5.0
"Total"	"Nebraska"	"31"	"2007"	"2007"			181	1783440	10.1	10.1	8.6	11.6
	"Nebraska"	"31"	"2008"	"2008"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	12	1796378	Unreliable	Unreliable	0.4	1.2
	"Nebraska"	"31"	"2008"	"2008"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	11	1796378	Unreliable	Unreliable	0.3	1.0
	"Nebraska"	"31"	"2008"	"2008"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	53	1796378	3.0	2.9	2.2	3.9
	"Nebraska"	"31"	"2008"	"2008"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	15	1796378	Unreliable	Unreliable	0.5	1.4
	"Nebraska"	"31"	"2008"	"2008"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	79	1796378	4.4	4.3	3.4	5.4
"Total"	"Nebraska"	"31"	"2008"	"2008"			191	1796378	10.6	10.6	9.1	12.1
	"Nebraska"	"31"	"2009"	"2009"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	48	1812683	2.6	2.6	1.9	3.5
	"Nebraska"	"31"	"2009"	"2009"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	13	1812683	Unreliable	Unreliable	0.4	1.2
	"Nebraska"	"31"	"2009"	"2009"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	72	1812683	4.0	3.9	3.1	5.0
"Total"	"Nebraska"	"31"	"2009"	"2009"			170	1812683	9.4	9.3	7.9	10.7
	"Nebraska"	"31"	"2010"	"2010"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	16	1826341	Unreliable	Unreliable	0.5	1.5
	"Nebraska"	"31"	"2010"	"2010"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	40	1826341	2.2	2.3	1.7	3.2
	"Nebraska"	"31"	"2010"	"2010"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	10	1826341	Unreliable	Unreliable	0.3	1.0
	"Nebraska"	"31"	"2010"	"2010"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	91	1826341	5.0	4.8	3.8	5.9
"Total"	"Nebraska"	"31"	"2010"	"2010"			193	1826341	10.6	10.4	8.9	11.9
	"Nebraska"	"31"	"2011"	"2011"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	14	1842641	Unreliable	Unreliable	0.4	1.4
	"Nebraska"	"31"	"2011"	"2011"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	49	1842641	2.7	2.7	2.0	3.6
	"Nebraska"	"31"	"2011"	"2011"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	12	1842641	Unreliable	Unreliable	0.4	1.3
	"Nebraska"	"31"	"2011"	"2011"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	96	1842641	5.2	5.1	4.1	6.2
"Total"	"Nebraska"	"31"	"2011"	"2011"			193	1842641	10.5	10.5	9.0	12.0
	"Nebraska"	"31"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	15	1855525	Unreliable	Unreliable	0.4	1.4
	"Nebraska"	"31"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	17	1855525	Unreliable	Unreliable	0.5	1.5
	"Nebraska"	"31"	"2012"	"2012"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	59	1855525	3.2	3.2	2.5	4.2
	"Nebraska"	"31"	"2012"	"2012"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	20	1855525	1.1	1.1	0.7	1.7
	"Nebraska"	"31"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	89	1855525	4.8	4.7	3.8	5.8
"Total"	"Nebraska"	"31"	"2012"	"2012"			232	1855525	12.5	12.5	10.9	14.1
	"Nebraska"	"31"	"2013"	"2013"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	17	1868516	Unreliable	Unreliable	0.5	1.4
	"Nebraska"	"31"	"2013"	"2013"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	63	1868516	3.4	3.4	2.6	4.4
	"Nebraska"	"31"	"2013"	"2013"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	11	1868516	Unreliable	Unreliable	0.3	1.1
	"Nebraska"	"31"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	91	1868516	4.9	4.8	3.8	5.9
"Total"	"Nebraska"	"31"	"2013"	"2013"			220	1868516	11.8	11.6	10.1	13.2
	"Nebraska"	"31"	"2014"	"2014"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	20	1881503	1.1	1.1	0.7	1.7
	"Nebraska"	"31"	"2014"	"2014"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	69	1881503	3.7	3.8	2.9	4.8
	"Nebraska"	"31"	"2014"	"2014"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	24	1881503	1.3	1.4	0.9	2.1
	"Nebraska"	"31"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	101	1881503	5.4	5.3	4.2	6.3
"Total"	"Nebraska"	"31"	"2014"	"2014"			251	1881503	13.3	13.4	11.7	15.1
	"Nebraska"	"31"	"2015"	"2015"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	13	1896190	Unreliable	Unreliable	0.3	1.2
	"Nebraska"	"31"	"2015"	"2015"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	69	1896190	3.6	3.7	2.9	4.7
	"Nebraska"	"31"	"2015"	"2015"	"Intentional self-harm by handgun discharge"	"X72"	12	1896190	Unreliable	Unreliable	0.3	1.1
	"Nebraska"	"31"	"2015"	"2015"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	20	1896190	1.1	1.0	0.6	1.6
	"Nebraska"	"31"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	82	1896190	4.3	4.3	3.4	5.4
"Total"	"Nebraska"	"31"	"2015"	"2015"			223	1896190	11.8	11.7	10.2	13.3
	"Nebraska"	"31"	"2016"	"2016"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	13	1907116	Unreliable	Unreliable	0.4	1.2
	"Nebraska"	"31"	"2016"	"2016"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	12	1907116	Unreliable	Unreliable	0.3	1.0
	"Nebraska"	"31"	"2016"	"2016"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	83	1907116	4.4	4.5	3.6	5.6
	"Nebraska"	"31"	"2016"	"2016"	"Intentional self-harm by handgun discharge"	"X72"	19	1907116	Unreliable	Unreliable	0.6	1.6
	"Nebraska"	"31"	"2016"	"2016"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	16	1907116	Unreliable	Unreliable	0.5	1.5
	"Nebraska"	"31"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	81	1907116	4.2	4.2	3.3	5.2
"Total"	"Nebraska"	"31"	"2016"	"2016"			246	1907116	12.9	13.1	11.4	14.7
	"Nebraska"	"31"	"2017"	"2017"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	13	1920076	Unreliable	Unreliable	0.4	1.3
	"Nebraska"	"31"	"2017"	"2017"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	11	1920076	Unreliable	Unreliable	0.3	1.1
	"Nebraska"	"31"	"2017"	"2017"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	98	1920076	5.1	5.4	4.4	6.7
	"Nebraska"	"31"	"2017"	"2017"	"Intentional self-harm by handgun discharge"	"X72"	21	1920076	1.1	1.1	0.7	1.7
	"Nebraska"	"31"	"2017"	"2017"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	28	1920076	1.5	1.5	1.0	2.2
	"Nebraska"	"31"	"2017"	"2017"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	77	1920076	4.0	3.8	3.0	4.8
"Total"	"Nebraska"	"31"	"2017"	"2017"			275	1920076	14.3	14.7	12.9	16.4
	"Nebraska"	"31"	"2018"	"2018"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	12	1929268	Unreliable	Unreliable	0.3	1.2
	"Nebraska"	"31"	"2018"	"2018"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	12	1929268	Unreliable	Unreliable	0.3	1.0
	"Nebraska"	"31"	"2018"	"2018"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	80	1929268	4.1	4.2	3.3	5.3
	"Nebraska"	"31"	"2018"	"2018"	"Intentional self-harm by handgun discharge"	"X72"	18	1929268	Unreliable	Unreliable	0.5	1.4
	"Nebraska"	"31"	"2018"	"2018"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	21	1929268	1.1	1.0	0.6	1.6
	"Nebraska"	"31"	"2018"	"2018"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	106	1929268	5.5	5.0	4.1	6.0
"Total"	"Nebraska"	"31"	"2018"	"2018"			271	1929268	14.0	13.4	11.7	15.0
"Total"	"Nebraska"	"31"					4135	36206035	11.4	11.4	11.1	11.8
	"Nevada"	"32"	"1999"	"1999"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	12	1934718	Unreliable	Unreliable	0.3	1.1
	"Nevada"	"32"	"1999"	"1999"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	13	1934718	Unreliable	Unreliable	0.3	1.1
	"Nevada"	"32"	"1999"	"1999"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	22	1934718	1.1	1.1	0.7	1.7
	"Nevada"	"32"	"1999"	"1999"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	21	1934718	1.1	1.1	0.7	1.6
	"Nevada"	"32"	"1999"	"1999"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	49	1934718	2.5	2.4	1.8	3.2
	"Nevada"	"32"	"1999"	"1999"	"Intentional self-harm by handgun discharge"	"X72"	121	1934718	6.3	6.6	5.4	7.7
	"Nevada"	"32"	"1999"	"1999"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	28	1934718	1.4	1.4	1.0	2.1
	"Nevada"	"32"	"1999"	"1999"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	110	1934718	5.7	6.0	4.8	7.1
"Total"	"Nevada"	"32"	"1999"	"1999"			404	1934718	20.9	21.3	19.2	23.4
	"Nevada"	"32"	"2000"	"2000"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	16	1998257	Unreliable	Unreliable	0.5	1.4
	"Nevada"	"32"	"2000"	"2000"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	12	1998257	Unreliable	Unreliable	0.3	1.0
	"Nevada"	"32"	"2000"	"2000"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	31	1998257	1.6	1.6	1.1	2.2
	"Nevada"	"32"	"2000"	"2000"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	23	1998257	1.2	1.1	0.7	1.7
	"Nevada"	"32"	"2000"	"2000"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	59	1998257	3.0	2.9	2.2	3.7
	"Nevada"	"32"	"2000"	"2000"	"Intentional self-harm by handgun discharge"	"X72"	81	1998257	4.1	4.1	3.2	5.1
	"Nevada"	"32"	"2000"	"2000"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	27	1998257	1.4	1.4	0.9	2.1
	"Nevada"	"32"	"2000"	"2000"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	133	1998257	6.7	6.8	5.6	8.0
"Total"	"Nevada"	"32"	"2000"	"2000"			400	1998257	20.0	20.2	18.2	22.2
	"Nevada"	"32"	"2001"	"2001"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	16	2098399	Unreliable	Unreliable	0.4	1.2
	"Nevada"	"32"	"2001"	"2001"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	20	2098399	1.0	0.9	0.6	1.4
	"Nevada"	"32"	"2001"	"2001"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	27	2098399	1.3	1.3	0.8	1.9
	"Nevada"	"32"	"2001"	"2001"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	19	2098399	Unreliable	Unreliable	0.5	1.4
	"Nevada"	"32"	"2001"	"2001"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	64	2098399	3.0	3.1	2.4	3.9
	"Nevada"	"32"	"2001"	"2001"	"Intentional self-harm by handgun discharge"	"X72"	70	2098399	3.3	3.4	2.6	4.3
	"Nevada"	"32"	"2001"	"2001"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	20	2098399	1.0	0.9	0.5	1.4
	"Nevada"	"32"	"2001"	"2001"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	129	2098399	6.1	6.3	5.2	7.4
"Total"	"Nevada"	"32"	"2001"	"2001"			387	2098399	18.4	18.6	16.8	20.5
	"Nevada"	"32"	"2002"	"2002"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	18	2173791	Unreliable	Unreliable	0.5	1.3
	"Nevada"	"32"	"2002"	"2002"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	17	2173791	Unreliable	Unreliable	0.4	1.2
	"Nevada"	"32"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	38	2173791	1.7	1.7	1.2	2.4
	"Nevada"	"32"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	13	2173791	Unreliable	Unreliable	0.3	1.0
	"Nevada"	"32"	"2002"	"2002"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	62	2173791	2.9	2.9	2.2	3.7
	"Nevada"	"32"	"2002"	"2002"	"Intentional self-harm by handgun discharge"	"X72"	36	2173791	1.7	1.7	1.2	2.4
	"Nevada"	"32"	"2002"	"2002"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	15	2173791	Unreliable	Unreliable	0.4	1.2
	"Nevada"	"32"	"2002"	"2002"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	194	2173791	8.9	9.0	7.7	10.2
"Total"	"Nevada"	"32"	"2002"	"2002"			423	2173791	19.5	19.7	17.8	21.5
	"Nevada"	"32"	"2003"	"2003"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	15	2248850	Unreliable	Unreliable	0.4	1.1
	"Nevada"	"32"	"2003"	"2003"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	21	2248850	0.9	1.0	0.6	1.5
	"Nevada"	"32"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	25	2248850	1.1	1.1	0.7	1.7
